Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
"Theni → CMBT, Chennai, Chennai","https://www.redbus.in/search?fromCityName=Theni&fromCityId=599&srcCountry=IND&toCityName=CMBT,%20Chennai,%20Chennai&toCityId=66065&destCountry=IND&onward=26-Apr-2025&opId=0&busType=Any",ACLS Navigator,A/C Sleeper (2+1),22:00,08h 35m,06:35,4.8,1199,11 Seats available
"Theni → CMBT, Chennai, Chennai","https://www.redbus.in/search?fromCityName=Theni&fromCityId=599&srcCountry=IND&toCityName=CMBT,%20Chennai,%20Chennai&toCityId=66065&destCountry=IND&onward=26-Apr-2025&opId=0&busType=Any",Sri Renga Travels,A/C Seater / Sleeper (2+1),21:00,09h 25m,06:25,4.5,INR 500,32 Seats available
"Theni → CMBT, Chennai, Chennai","https://www.redbus.in/search?fromCityName=Theni&fromCityId=599&srcCountry=IND&toCityName=CMBT,%20Chennai,%20Chennai&toCityId=66065&destCountry=IND&onward=26-Apr-2025&opId=0&busType=Any",ACLS Navigator,A/C Sleeper (2+1),21:00,09h 10m,06:10,4.7,1199,7 Seats available
"Theni → CMBT, Chennai, Chennai","https://www.redbus.in/search?fromCityName=Theni&fromCityId=599&srcCountry=IND&toCityName=CMBT,%20Chennai,%20Chennai&toCityId=66065&destCountry=IND&onward=26-Apr-2025&opId=0&busType=Any",VKV Travels,A/C Sleeper (2+1),20:20,09h 25m,05:45,4.5,1036,25 Seats available
"Theni → CMBT, Chennai, Chennai","https://www.redbus.in/search?fromCityName=Theni&fromCityId=599&srcCountry=IND&toCityName=CMBT,%20Chennai,%20Chennai&toCityId=66065&destCountry=IND&onward=26-Apr-2025&opId=0&busType=Any",Grape City Travels,Non A/C Seater / Sleeper (2+1),21:00,09h 00m,06:00,4.4,INR 550,24 Seats available
"Theni → CMBT, Chennai, Chennai","https://www.redbus.in/search?fromCityName=Theni&fromCityId=599&srcCountry=IND&toCityName=CMBT,%20Chennai,%20Chennai&toCityId=66065&destCountry=IND&onward=26-Apr-2025&opId=0&busType=Any",SBM TRAANSPORT,A/C Sleeper (2+1),21:05,08h 25m,05:30,4.3,INR 1050,23 Seats available
"Theni → CMBT, Chennai, Chennai","https://www.redbus.in/search?fromCityName=Theni&fromCityId=599&srcCountry=IND&toCityName=CMBT,%20Chennai,%20Chennai&toCityId=66065&destCountry=IND&onward=26-Apr-2025&opId=0&busType=Any",Tranz king travels,A/C Sleeper (2+1),21:40,09h 20m,07:00,4.2,INR 850,19 Seats available
"Theni → CMBT, Chennai, Chennai","https://www.redbus.in/search?fromCityName=Theni&fromCityId=599&srcCountry=IND&toCityName=CMBT,%20Chennai,%20Chennai&toCityId=66065&destCountry=IND&onward=26-Apr-2025&opId=0&busType=Any",Vignesh TAT,A/C Sleeper (2+1),22:15,08h 55m,07:10,4.2,902,14 Seats available
"Theni → CMBT, Chennai, Chennai","https://www.redbus.in/search?fromCityName=Theni&fromCityId=599&srcCountry=IND&toCityName=CMBT,%20Chennai,%20Chennai&toCityId=66065&destCountry=IND&onward=26-Apr-2025&opId=0&busType=Any",VEERA TRAVELS,Non A/C Seater / Sleeper (2+1),20:00,09h 45m,05:45,4.2,INR 449,28 Seats available
"Theni → CMBT, Chennai, Chennai","https://www.redbus.in/search?fromCityName=Theni&fromCityId=599&srcCountry=IND&toCityName=CMBT,%20Chennai,%20Chennai&toCityId=66065&destCountry=IND&onward=26-Apr-2025&opId=0&busType=Any",Vignesh TAT,A/C Sleeper (2+1),20:15,09h 15m,05:30,4.2,807,13 Seats available
"Theni → CMBT, Chennai, Chennai","https://www.redbus.in/search?fromCityName=Theni&fromCityId=599&srcCountry=IND&toCityName=CMBT,%20Chennai,%20Chennai&toCityId=66065&destCountry=IND&onward=26-Apr-2025&opId=0&busType=Any",Vignesh TAT,A/C Sleeper (2+1),20:35,11h 00m,07:35,4.0,878,17 Seats available
"Theni → CMBT, Chennai, Chennai","https://www.redbus.in/search?fromCityName=Theni&fromCityId=599&srcCountry=IND&toCityName=CMBT,%20Chennai,%20Chennai&toCityId=66065&destCountry=IND&onward=26-Apr-2025&opId=0&busType=Any",National Travels CHN,NON A/C Sleeper (2+1),22:05,08h 55m,07:00,4.1,INR 550,12 Seats available
"Theni → CMBT, Chennai, Chennai","https://www.redbus.in/search?fromCityName=Theni&fromCityId=599&srcCountry=IND&toCityName=CMBT,%20Chennai,%20Chennai&toCityId=66065&destCountry=IND&onward=26-Apr-2025&opId=0&busType=Any",Sri Krishna Travels,NON A/C Sleeper (2+1),20:40,09h 05m,05:45,3.9,INR 650,18 Seats available
"Theni → CMBT, Chennai, Chennai","https://www.redbus.in/search?fromCityName=Theni&fromCityId=599&srcCountry=IND&toCityName=CMBT,%20Chennai,%20Chennai&toCityId=66065&destCountry=IND&onward=26-Apr-2025&opId=0&busType=Any",LION Travels,A/C Seater / Sleeper (2+1),21:00,09h 05m,06:05,4.2,650,35 Seats available
